city,job_title,company_name,location,summary,salary
San+Francisco,"PHC, SR. Data Scientist",Genentech,"South San Francisco, CA","DEVELOP DATA STRATEGY & GAIN ACCESS TO DATA:. The data will be varied in type - patient-level clinical data, supplemented with deep patient data such as omics...",Na
San+Francisco,Data Engineer,Scoop Technologies,"San Francisco, CA",Work closely with data scientists and Scoop’s product team to understand their needs and create a platform that empowers them....,Na
San+Francisco,Marketing Data Scientist,Harnham,"San Francisco, CA",Data Scientist - Marketing Analytics. This emerging Direct to Consumer eCommerce brand is looking to add a Data Scientist (Marketing Analytics focused) to the...,Na
San+Francisco,Data and Policy Analyst - Statistical Programmer,Acumen LLC,"Burlingame, CA 94010","Data and Policy Analysts perform a wide array of functions as part of the research process. This position is responsible for managing and analyzing data,...",Na
San+Francisco,Sr Data Scientist - Growth,Affirm,"San Francisco, CA 94126 (Financial District area)",Proven success as a data scientist (2-4+ years). Proven success as a product-facing data scientist in a growth role....,Na
San+Francisco,Senior Data Scientist,Faire,"San Francisco, CA","Economic data shows:. As our first outside data scientist hire, you will be instrumental in building out this new discipline in a high-growth startup....",Na
San+Francisco,Research Technician I -Research Institute,Sutter Health,"San Francisco, CA","Patient-derived xenograft data collection and tracking, informed consent, extraction of clinical data from relevant internal and external data sources, bio...",Na
San+Francisco,"Associate Scientist II/Scientist I, Cancer Biology",AbbVie,"South San Francisco, CA","We are looking for an Associate Scientist / Scientist with experience in cell culture, tissue processing, flow cytometry, as well as standard molecular biology...",Na
San+Francisco,Senior Data Scientist,Kinsa Inc.,"San Francisco, CA","We are seeking a Senior Data Scientist skilled at forecasting to use Kinsa’s unique symptomatic, geographic, and demographic data to help us understand and...",Na
San+Francisco,Research Scientist,Nevro Corporation,"Redwood City, CA","Conduct descriptive and exploratory analysis of technical and clinical data. Performs a variety of analysis in the collection, verification, analysis,...",Na
San+Francisco,"Scientist, Cellular Metabolism",Calico,"South San Francisco, CA 94080",Skilled in computational biology – ability to analyze large data sets. Who we are:....,Na
San+Francisco,Associate Research Scientist - Health Economics and Outcomes Research (HEOR),Precision Xtract,"Oakland, CA","Collect data using targeted and systematic literature review methods, including developing data collection criteria, collection tools, performing literature...",Na
San+Francisco,Senior Data Scientist - Automatic Labs,SiriusXM,"San Francisco, CA 94110 (Mission area)","Strong data exploration and data mining skills (data visualization, feature reduction, and identification). As a Senior Data Scientist, you have the opportunity...",Na
San+Francisco,Sustainability Manager,Autodesk,"San Francisco, CA","Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists....",Na
San+Francisco,Research Scientist I HTBS,Gilead Sciences,"Foster City, CA","Excellent computer skills and experience with data analysis. Perform data analysis, reporting and integration with database software....",Na
San+Francisco,Machine Learning,Twitter,"San Francisco, CA 94103 (South Of Market area)",Experience using big data platforms such as Spark or Hadoop. What You’ll Do:....,Na
San+Francisco,Senior Data Scientist,Workbridge Associates,"San Francisco, CA",2+ years of management experience growing and leading a team of data scientists. Electric vehicle startup in downtown San Francisco (near BART) is hiring two...,Na
San+Francisco,"Associate Scientist, Personalized Cancer Vaccine",Genentech,"South San Francisco, CA","Specific responsibilities will include processing and analyzing clinical trial samples, data analysis and presentation, and contributing to experimental design...",Na
San+Francisco,Product Analyst - Uber Everything (SF),Uber,"San Francisco, CA 94103 (South Of Market area)","Collaborate with data scientists and engineers to ensure and improve data availability, integrity, accuracy, and reliability....",Na
San+Francisco,Data Infrastructure Developer,First Republic Bank,"San Francisco, CA","Create solutions utilizing industry standard dimensional models and data architecture to support business users that include data scientists, analysts and non...",Na
San+Francisco,Bioinformatician/Statistician- (BioStatistician),Gladstone Institutes,"San Francisco, CA",Statistical genetics experience or experience incorporating various biological data types is strongly preferred....,Na
San+Francisco,"Data Scientist, Marketing - Retail",Harnham,"Oakland, CA","Data Scientist, Marketing - Retail. As a Senior Marketing Data Scientist within the retail space you will be working closely with data that reflects the needs...",Na
San+Francisco,Regulatory Analytics & Research Data Scientist,Pacific Gas And Electric Company,"San Francisco, CA 94105 (Financial District area)","The Data Scientist prepares technical content in support of regulatory proceedings and rate cases that involves conducting research, developing data analytics,...",Na
San+Francisco,Brand Protection Coordinator – Government Affairs,JUUL Labs,"San Francisco, CA","Experience working with confidential data. We're actively looking to hire the world's best scientists, engineers, designers, product managers, supply chain...",Na
San+Francisco,Customer Support - NOMA Product Lead,JUUL Labs,"San Francisco, CA","Experience with customer support data. We're actively looking to hire the world's best scientists, engineers, designers, product managers, supply chain experts,...",Na
San+Francisco,Principal Data Scientist,Walmart,"San Bruno, CA 94066",Principal Data Scientists are often responsible for building large data sets from multiple sources. A Principal Data Scientist is responsible for analyzing...,Na
San+Francisco,Research Associate Scientist,Bristol-Myers Squibb,"Redwood City, CA 94061","Candidate will present data at internal and external meetings, write technical summaries for regulatory documents, patent applications and manuscripts....",Na
San+Francisco,Market Research Analyst - Analyst Development Program,Ipsos North America,"San Francisco, CA","Love data, consumer decision-making, and puzzles. Analysis, analyze, data analytics, market research, segmentation, brand health, branding, consumer insights,...",Na
San+Francisco,"Product Manager, Core",JUUL Labs,"San Francisco, CA","Can listen and learn, and prove or disprove assumptions with data. We're actively looking to hire the world's best scientists, engineers, designers, product...",Na
San+Francisco,Scientist II,Exelixis Inc.,"Alameda, CA","Closely track and monitor manufacturing performance including deviations, batch record comments, data trending, and batch yields....",Na
San+Francisco,Machine Learning Engineer,Scaleapi,"San Francisco, CA",Reliably evaluate data quality at scale. Our first product is a suite of APIs that allow AI teams to generate high-quality ground truth data....,Na
San+Francisco,Talent Partner - Marketing,JUUL Labs,"San Francisco, CA","Manage the recruiting process through ATS (Greenhouse), while ensuring data integrity. Utilize data to improve recruiting efficiency, drive innovation and...",Na
